Date,Time,TankID,mV,TempInLab,Flow_Left_30s,Flow_Right_30s,TempInSitu,Salinity,DO_mg_L,Light_nm,TrisCalDate,TA,Notes
6/13/24,21:00,1,-93.8,26.253,NA,NA,27.3,36.3,7.529,NA,20240610,NA,
6/13/24,21:00,2,-89.5,26.362,NA,NA,27.3,36.3,6.947,NA,20240610,NA,
6/13/24,21:00,3,-95,26.595,NA,NA,27.3,36.3,7.522,NA,20240610,NA,
6/13/24,21:00,4,-84,26.351,NA,NA,27.3,36.3,6.615,NA,20240610,NA,
6/13/24,21:00,5,-91.6,26.506,NA,NA,27.3,36.3,7.287,NA,20240610,NA,
6/13/24,21:00,6,-94.8,26.32,NA,NA,27.3,36.3,7.091,NA,20240610,NA,
6/13/24,21:00,7,-92,26.589,NA,NA,27.3,36.2,7.122,NA,20240610,NA,
6/13/24,21:00,8,-95.7,26.275,NA,NA,27.3,36.4,7.607,NA,20240610,NA,
6/13/24,21:00,9,-91.2,26.394,NA,NA,27.3,36.3,8.526,NA,20240610,NA,
6/13/24,21:00,10,-95,26.267,NA,NA,27.3,36.4,7.516,NA,20240610,NA,
6/13/24,21:00,11,-95.7,26.541,NA,NA,27.3,36.3,7.207,NA,20240610,NA,
6/13/24,21:00,12,-93.3,26.32,NA,NA,27.4,36.4,6.184,NA,20240610,NA,
6/13/24,21:00,13,-94,26.455,NA,NA,27.5,36.3,7.059,NA,20240610,NA,
6/13/24,21:00,14,-94.1,26.172,NA,NA,27.5,36.4,5.902,NA,20240610,NA,
6/13/24,21:00,15,-95.8,26.528,NA,NA,27.4,36.4,7.119,NA,20240610,NA,
6/13/24,21:00,16,-95.1,26.317,NA,NA,27,36.3,6.876,NA,20240610,NA,
6/13/24,21:00,Inflow1,-93.3,26.101,NA,NA,27,36.4,6.679,NA,20240610,NA,
6/13/24,21:00,Inflow2,-94.9,26.036,NA,NA,27,36.4,7.594,NA,20240610,NA,
6/14/24,12:00,1,-99.9,28.514,NA,NA,28.3,36.1,8.265,380,20240610,NA,
6/14/24,12:00,2,-105.1,28.897,NA,NA,29.4,36.2,8.094,394,20240610,NA,
6/14/24,12:00,3,-96,28.69,NA,NA,29,36.1,8.016,361,20240610,NA,
6/14/24,12:00,4,-103.3,28.471,NA,NA,29.1,36.1,7.641,334,20240610,NA,
6/14/24,12:00,5,-104.8,28.824,NA,NA,29.4,36.3,8.706,405,20240610,NA,
6/14/24,12:00,6,-97.8,28.159,NA,NA,28.3,36.1,7.688,369,20240610,NA,
6/14/24,12:00,7,-101.5,28.615,NA,NA,28.7,36.1,8.126,313,20240610,NA,
6/14/24,12:00,8,-96.4,28.116,NA,NA,28.3,36.1,8.024,342,20240610,NA,
6/14/24,12:00,9,-103.6,28.678,NA,NA,28.8,36.1,9.848,386,20240610,NA,
6/14/24,12:00,10,-98.4,28.378,NA,NA,28.2,36.1,8.152,415,20240610,NA,
6/14/24,12:00,11,-96.1,28.765,NA,NA,28.3,36.1,8.052,420,20240610,NA,
6/14/24,12:00,12,-103.7,28.592,NA,NA,28.9,36.1,9.292,360,20240610,NA,
6/14/24,12:00,13,-103.8,28.888,NA,NA,28.7,36.1,8.945,405,20240610,NA,
6/14/24,12:00,14,-99.9,28.955,NA,NA,28.5,36.1,8.513,421,20240610,NA,
6/14/24,12:00,15,-95.9,28.647,NA,NA,28.9,36.1,8.502,365,20240610,NA,
6/14/24,12:00,16,-98.8,28.363,NA,NA,28.4,36.1,7.961,407,20240610,NA,
6/14/24,12:00,Inflow1,-94.7,29.248,NA,NA,29.5,36.1,9.037,NA,20240610,NA,
6/14/24,12:00,Inflow2,-96.1,29.579,NA,NA,29.6,36.1,7.96,NA,20240610,NA,
6/14/24,21:00,1,-89,26.273,NA,NA,27.3,36.3,6.406,NA,20240610,NA,
6/14/24,21:00,2,-90.2,26.652,NA,NA,27.8,36.1,5.806,NA,20240610,NA,
6/14/24,21:00,3,-94.3,26.495,NA,NA,27.9,36.1,7.716,NA,20240610,NA,
6/14/24,21:00,4,-79.2,26.506,NA,NA,28,36.1,4.404,NA,20240610,NA,
6/14/24,21:00,5,-89.9,26.451,NA,NA,27.7,36.1,6.318,NA,20240610,NA,
6/14/24,21:00,6,-94.8,26.773,NA,NA,27.5,36.1,7.153,NA,20240610,NA,
6/14/24,21:00,7,-91.8,26.07,NA,NA,27.6,36.1,6.385,NA,20240610,NA,
6/14/24,21:00,8,-96.1,26.148,NA,NA,27.5,36.1,7.891,NA,20240610,NA,
6/14/24,21:00,9,-90.6,26.513,NA,NA,27.7,36.1,8.233,NA,20240610,NA,
6/14/24,21:00,10,-94.6,26.348,NA,NA,27.4,36.1,7.556,NA,20240610,NA,
6/14/24,21:00,11,-96.1,26.524,NA,NA,27.4,36.1,6.724,NA,20240610,NA,
6/14/24,21:00,12,-91.2,26.452,NA,NA,27.6,36.1,5.761,NA,20240610,NA,
6/14/24,21:00,13,-89.2,26.37,NA,NA,27.7,36.1,6.554,NA,20240610,NA,
6/14/24,21:00,14,-94,26.492,NA,NA,27.4,36.1,4.949,NA,20240610,NA,
6/14/24,21:00,15,-95.8,26.552,NA,NA,27.8,36.1,6.733,NA,20240610,NA,
6/14/24,21:00,16,-93.6,26.203,NA,NA,27.5,36.1,6.507,NA,20240610,NA,
6/14/24,21:00,Inflow1,-96.7,24.319,NA,NA,27,36.4,7.108,NA,20240610,NA,
6/14/24,21:00,Inflow2,-96.4,24.395,NA,NA,27,36.4,7.698,NA,20240610,NA,
6/15/24,12:00,1,-101,28.232,NA,NA,28.3,36,8.951,440,20240610,NA,
6/15/24,12:00,2,-107.1,28.938,NA,NA,29.4,36.3,9.196,456,20240610,NA,
6/15/24,12:00,3,-96.5,28.575,NA,NA,28.9,36.3,8.042,418,20240610,NA,
6/15/24,12:00,4,-103.7,28.375,NA,NA,29.1,36.3,8.598,398,20240610,NA,
6/15/24,12:00,5,-107.8,28.891,NA,NA,29.4,36.2,9.405,467,20240610,NA,
6/15/24,12:00,6,-97.7,28.103,NA,NA,28.4,36.2,7.613,442,20240610,NA,
6/15/24,12:00,7,-103,28.315,NA,NA,28.7,36.2,8.937,414,20240610,NA,
6/15/24,12:00,8,-96.7,28.048,NA,NA,28.4,36.2,8.524,421,20240610,NA,
6/15/24,12:00,9,-106.8,28.829,NA,NA,29.1,36.2,10.677,426,20240610,NA,
6/15/24,12:00,10,-101.7,28.005,NA,NA,28.3,36.2,8.307,501,20240610,NA,
6/15/24,12:00,11,-96.4,27.999,NA,NA,28.4,36.1,8.727,514,20240610,NA,
6/15/24,12:00,12,-106.6,28.389,NA,NA,29.1,36.2,9.846,442,20240610,NA,
6/15/24,12:00,13,-109.1,28.362,NA,NA,29,36.2,10,479,20240610,NA,
6/15/24,12:00,14,-100.8,28.193,NA,NA,28.6,36.2,9.112,501,20240610,NA,
6/15/24,12:00,15,-96.9,28.467,NA,NA,29.1,36.2,9.343,438,20240610,NA,
6/15/24,12:00,16,-104.8,28.491,NA,NA,28.9,36.2,9.114,484,20240610,NA,
6/15/24,12:00,Inflow1,-94.7,29.64,NA,NA,29,36.4,9.116,NA,20240610,NA,
6/15/24,12:00,Inflow2,-95.8,28.469,NA,NA,29,36.4,8.56,NA,20240610,NA,
6/15/24,21:00,1,-92.8,26.429,NA,NA,27.6,36.1,7.621,NA,20240610,NA,
6/15/24,21:00,2,-93.6,26.694,NA,NA,28.1,36.3,7.076,NA,20240610,NA,
6/15/24,21:00,3,-96.3,26.95,NA,NA,28.1,36.2,8.276,NA,20240610,NA,
6/15/24,21:00,4,-80.1,26.781,NA,NA,28.2,36.2,6.121,NA,20240610,NA,
6/15/24,21:00,5,-89,27.054,NA,NA,28.1,36.2,7.639,NA,20240610,NA,
6/15/24,21:00,6,-95,26.691,NA,NA,27.8,36.2,7.471,NA,20240610,NA,
6/15/24,21:00,7,-91.9,26.619,NA,NA,27.8,36.2,7.336,NA,20240610,NA,
6/15/24,21:00,8,-96,26.513,NA,NA,27.8,36.2,8.3,NA,20240610,NA,
6/15/24,21:00,9,-89.4,26.662,NA,NA,27.8,36.2,9.246,NA,20240610,NA,
6/15/24,21:00,10,-93.6,26.459,NA,NA,27.6,36.2,8.203,NA,20240610,NA,
6/15/24,21:00,11,-96.1,26.654,NA,NA,27.7,36.2,7.676,NA,20240610,NA,
6/15/24,21:00,12,-90.7,26.431,NA,NA,27.7,36.3,6.166,NA,20240610,NA,
6/15/24,21:00,13,-88.7,26.542,NA,NA,27.8,36.2,6.796,NA,20240610,NA,
6/15/24,21:00,14,-92.8,26.564,NA,NA,27.7,36.2,5.482,NA,20240610,NA,
6/15/24,21:00,15,-95.9,26.781,NA,NA,27.8,36.2,7.363,NA,20240610,NA,
6/15/24,21:00,16,-89.5,26.519,NA,NA,27.8,36.2,7.059,NA,20240610,NA,
6/15/24,21:00,Inflow1,-97,25.686,NA,NA,27.5,36.4,6.647,NA,20240610,NA,
6/15/24,21:00,Inflow2,-96.7,25.723,NA,NA,27.5,36.4,8.133,NA,20240610,NA,
6/16/24,12:00,1,-96.1,28.104,122,234,28.1,36,8.139,374,20240610,2357.963,
6/16/24,12:00,2,-106.7,29.333,0,22,30.2,36.2,8.783,419,20240610,2281.888,
6/16/24,12:00,3,-97.3,28.982,28,0,29.3,36.3,8.356,390,20240610,2359.21,
6/16/24,12:00,4,-100.3,28.482,38,0,29.2,36.2,7.836,360,20240610,2345.46,
6/16/24,12:00,5,-101.8,28.998,34,6,30,36.2,9.444,437,20240610,2217.519,
6/16/24,12:00,6,-96.5,28.1,264,154,28.3,36.2,7.816,404,20240610,2339.006,
6/16/24,12:00,7,-104.8,28.594,44,0,29,36.2,8.289,382,20240610,2299.68,
6/16/24,12:00,8,-96.8,27.986,200,222,28.2,36.2,7.799,417,20240610,2354.456,
6/16/24,12:00,9,-104.5,28.274,8,68,29.4,36.2,10.198,434,20240610,2234.84,
6/16/24,12:00,10,-94.1,27.817,320,188,28.1,36.1,8.142,474,20240610,2345.282,
6/16/24,12:00,11,-95.7,28,330,410,28.1,36.1,8.065,479,20240610,2356.948,
6/16/24,12:00,12,-106.8,28.347,40,12,29.4,36.2,10.319,408,20240610,2274.635,
6/16/24,12:00,13,-99.5,27.903,86,140,28.4,36.2,9.029,415,20240610,2349.263,
6/16/24,12:00,14,-106.4,28.094,54,30,29,36.1,9.07,437,20240610,2306.878,
6/16/24,12:00,15,-97.1,27.856,82,86,28.6,36.1,9.163,397,20240610,2357.934,
6/16/24,12:00,16,-96.3,27.632,232,220,28.2,36.2,8.224,454,20240610,2333.479,
6/16/24,12:00,Inflow1,-94.7,30.805,NA,NA,29,36.4,9.043,NA,20240610,2361.208,Bottles were in sun
6/16/24,12:00,Inflow2,-95.5,30.207,NA,NA,29,36.4,8.324,NA,20240610,2359.208,Bottles were in sun
6/16/24,21:00,1,-93.3,24.01,218,100,27.7,36.1,,NA,20240610,2359.093,
6/16/24,21:00,2,-93.8,24.051,20,5,28.2,36.3,,NA,20240610,2328.172,
6/16/24,21:00,3,-95.7,24.378,0,38,28.1,36.2,,NA,20240610,2359.503,
6/16/24,21:00,4,-85.5,24.454,0,60,28.1,36.2,,NA,20240610,2377.739,
6/16/24,21:00,5,-90,24.184,1,32,28,36.2,,NA,20240610,2328.865,
6/16/24,21:00,6,-95.9,23.948,122,268,27.8,36.2,,NA,20240610,2352.745,
6/16/24,21:00,7,-89.9,24.166,0,46,27.9,36.2,,NA,20240610,2364.298,
6/16/24,21:00,8,-97.1,24.484,172,210,27.8,36.1,,NA,20240610,2354.95,
6/16/24,21:00,9,-90.3,24.22,56,4,28,36.2,,NA,20240610,2335.087,
6/16/24,21:00,10,-95.8,23.932,142,258,27.6,36.2,,NA,20240610,2351.796,
6/16/24,21:00,11,-97.4,23.605,438,292,27.7,36.2,,NA,20240610,2357.732,
6/16/24,21:00,12,-91.2,23.977,10,38,27.7,36.2,,NA,20240610,2352.298,
6/16/24,21:00,13,-93.5,24.179,120,59,27.8,36.2,,NA,20240610,,
6/16/24,21:00,14,-90.4,24.056,56,36,27.8,36.1,,NA,20240610,,
6/16/24,21:00,15,-97,23.807,126,6,27.8,36.2,,NA,20240610,,
6/16/24,21:00,16,-96.2,23.469,148,205,27.8,36.2,,NA,20240610,,
6/16/24,21:00,Inflow1,-97,23.949,NA,NA,28,36.4,,NA,20240610,2354.991,
6/16/24,21:00,Inflow2,-97.3,24.022,NA,NA,28,36.4,,NA,20240610,2354.242,
6/17/24,21:00,1,-93.7,26.588,NA,NA,27.4,36.2,7.311,NA,20240610,NA,
6/17/24,21:00,2,-95.6,26.892,NA,NA,27.5,36,6.997,NA,20240610,,
6/17/24,21:00,3,-96.1,26.672,NA,NA,27.4,36.2,7.593,NA,20240610,,
6/17/24,21:00,4,-92.6,26.799,NA,NA,27.5,36.3,6.073,NA,20240610,,
6/17/24,21:00,5,-95.4,26.68,NA,NA,27.5,36,7.16,NA,20240610,,
6/17/24,21:00,6,-93.4,26.719,NA,NA,27.3,36.1,6.942,NA,20240610,,
6/17/24,21:00,7,-90.6,26.848,NA,NA,27.4,36.1,6.67,NA,20240610,,
6/17/24,21:00,8,-95.9,26.754,NA,NA,27.3,36.2,7.562,NA,20240610,,
6/17/24,21:00,9,-90.3,26.408,NA,NA,27,36.4,7.302,NA,20240610,,
6/17/24,21:00,10,-90.7,26.751,NA,NA,27.3,36.2,7.316,NA,20240610,,
6/17/24,21:00,11,-95.3,26.683,NA,NA,27.5,36.2,7.111,NA,20240610,,
6/17/24,21:00,12,-100.8,26.615,NA,NA,27.2,36.4,6.645,NA,20240610,,
6/17/24,21:00,13,-94.7,26.882,NA,NA,27.6,36.1,7.231,NA,20240610,,
6/17/24,21:00,14,-95.2,26.877,NA,NA,27.4,36.1,5.884,NA,20240610,,
6/17/24,21:00,15,-95.9,26.889,NA,NA,27.5,36.1,7.102,NA,20240610,,
6/17/24,21:00,16,-94.5,26.884,NA,NA,27.5,36.1,6.761,NA,20240610,,
6/17/24,21:00,Inflow1,-94,26.169,NA,NA,28,36.4,6.226,NA,20240610,,
6/17/24,21:00,Inflow2,-95.7,26.74,NA,NA,28,36.4,7.584,NA,20240610,,
6/18/24,12:00,1,-101.4,27.383,NA,NA,27.7,36.2,8.963,451,20240610,,
6/18/24,12:00,2,-95.8,27.544,NA,NA,27.6,36.1,7.665,484,20240610,,
6/18/24,12:00,3,-95.8,27.409,NA,NA,27.7,36.5,8.29,439,20240610,,
6/18/24,12:00,4,-110.7,27.83,NA,NA,28.6,36.3,8.504,430,20240610,,
6/18/24,12:00,5,-96.8,27.531,NA,NA,27.7,36.1,8.078,414,20240610,,
6/18/24,12:00,6,-98.3,27.436,NA,NA,27.5,36.2,7.923,410,20240610,,
6/18/24,12:00,7,-103.1,27.712,NA,NA,28.1,36.1,8.088,523,20240610,,
6/18/24,12:00,8,-96.6,27.534,NA,NA,27.9,36.2,8.298,450,20240610,,
6/18/24,12:00,9,-98.3,27.459,NA,NA,27.6,36.2,10.554,495,20240610,,
6/18/24,12:00,10,-101.1,27.845,NA,NA,28.4,36.2,8.627,357,20240610,,
6/18/24,12:00,11,-96,27.425,NA,NA,27.8,36.2,8.542,397,20240610,,
6/18/24,12:00,12,-102.8,27.495,NA,NA,27.9,36.2,8.552,308,20240610,,
6/18/24,12:00,13,-97.5,27.568,NA,NA,27.8,36.1,8.287,460,20240610,,
6/18/24,12:00,14,-98.1,27.441,NA,NA,27.6,36.1,8.374,516,20240610,,
6/18/24,12:00,15,-95.6,27.581,NA,NA,27.7,36.1,8.026,514,20240610,,
6/18/24,12:00,16,-97.8,27.462,NA,NA,27.7,36.1,8.385,455,20240610,,
6/18/24,12:00,Inflow1,-94,29.232,NA,NA,29,36.4,8.047,NA,20240610,,
6/18/24,12:00,Inflow2,-95.2,28.875,NA,NA,29,36.4,8.163,NA,20240610,,
6/18/24,21:00,1,-86.8,25.918,NA,NA,26.6,36.1,,NA,20240610,,
6/18/24,21:00,2,-90.2,26.12,NA,NA,26.9,36.1,,NA,20240610,,
6/18/24,21:00,3,-91.1,25.845,NA,NA,26.5,36.4,,NA,20240610,,
6/18/24,21:00,4,-92.5,25.941,NA,NA,26.7,36.4,,NA,20240610,,
6/18/24,21:00,5,-90.5,25.981,NA,NA,26.8,36.1,,NA,20240610,,
6/18/24,21:00,6,-88.8,25.685,NA,NA,26.6,36.2,,NA,20240610,,
6/18/24,21:00,7,-85.5,25.902,NA,NA,26.6,36.2,,NA,20240610,,
6/18/24,21:00,8,-91.5,25.773,NA,NA,26.5,36.3,,NA,20240610,,
6/18/24,21:00,9,-90.6,26.107,NA,NA,26.9,36.1,,NA,20240610,,
6/18/24,21:00,10,-85.4,26.025,NA,NA,26.6,36.3,,NA,20240610,,
6/18/24,21:00,11,-91.6,26.18,NA,NA,26.7,36.3,,NA,20240610,,
6/18/24,21:00,12,-87.3,26.171,NA,NA,26.6,36.2,,NA,20240610,,
6/18/24,21:00,13,-90.2,26.341,NA,NA,26.9,36.1,,NA,20240610,,
6/18/24,21:00,14,-90.8,26.131,NA,NA,26.8,36.1,,NA,20240610,,
6/18/24,21:00,15,-92.3,26.284,NA,NA,26.9,36.1,,NA,20240610,,
6/18/24,21:00,16,-89.8,26.131,NA,NA,26.8,36.2,,NA,20240610,,
6/18/24,21:00,Inflow1,-91.3,25.625,NA,NA,27,36.4,,NA,20240610,,
6/18/24,21:00,Inflow2,-90.7,25.922,NA,NA,27,36.4,,NA,20240610,,
6/19/24,12:00,1,-103.8,27.926,NA,NA,28,36.4,,516,20240619,,
6/19/24,12:00,2,-95,27.64,NA,NA,27.6,36.1,,579,20240619,,
6/19/24,12:00,3,-95,27.949,NA,NA,28.2,36.4,,197,20240619,,
6/19/24,12:00,4,-120.8,27.812,NA,NA,28.6,36.4,,291,20240619,,
6/19/24,12:00,5,-96.9,27.575,NA,NA,27.7,36.2,,241,20240619,,
6/19/24,12:00,6,-99.1,27.557,NA,NA,27.5,36.1,,224,20240619,,
6/19/24,12:00,7,-103.9,27.753,NA,NA,28.2,36.1,,512,20240619,,
6/19/24,12:00,8,-97.7,27.817,NA,NA,28.3,36.3,,551,20240619,,
6/19/24,12:00,9,-97.5,27.423,NA,NA,27.8,36.1,,255,20240619,,
6/19/24,12:00,10,-107.1,27.823,NA,NA,28.5,36.3,,253,20240619,,
6/19/24,12:00,11,-98,27.53,NA,NA,28.1,36.2,,189,20240619,,
6/19/24,12:00,12,-109.9,27.651,NA,NA,28.1,36.3,,204,20240619,,
6/19/24,12:00,13,-98.3,27.4,NA,NA,27.8,36.1,,210,20240619,,
6/19/24,12:00,14,-98.6,27.446,NA,NA,27.6,36.2,,310,20240619,,
6/19/24,12:00,15,-95.5,27.266,NA,NA,27.7,36.1,,448,20240619,,
6/19/24,12:00,16,-100.4,27.266,NA,NA,27.9,36.1,,281,20240619,,
6/19/24,12:00,Inflow1,-94.9,27.857,NA,NA,29,36.4,,NA,20240619,,
6/19/24,12:00,Inflow2,-94.3,26.991,NA,NA,29,36.4,,NA,20240619,,
6/19/24,21:00,1,-88.7,26.086,NA,NA,26.8,36.4,,NA,20240619,,
6/19/24,21:00,2,-93.9,26.287,NA,NA,27.2,36.1,,NA,20240619,,
6/19/24,21:00,3,-94.3,26.358,NA,NA,27,36.4,,NA,20240619,,
6/19/24,21:00,4,-94.2,26.344,NA,NA,27,36.4,,NA,20240619,,
6/19/24,21:00,5,-94.5,26.19,NA,NA,27.1,36.2,,NA,20240619,,
6/19/24,21:00,6,-90.7,26.041,NA,NA,26.8,36.2,,NA,20240619,,
6/19/24,21:00,7,-87.3,26.194,NA,NA,26.9,36.2,,NA,20240619,,
6/19/24,21:00,8,-95.6,25.949,NA,NA,26.8,36.3,,NA,20240619,,
6/19/24,21:00,9,-93.4,26.096,NA,NA,27,36.2,,NA,20240619,,
6/19/24,21:00,10,-88.7,26.055,NA,NA,26.9,36.3,,NA,20240619,,
6/19/24,21:00,11,-96.3,26.127,NA,NA,27.1,36.2,,NA,20240619,,
6/19/24,21:00,12,-90.1,26.103,NA,NA,26.9,36.2,,NA,20240619,,
6/19/24,21:00,13,-95.2,26.147,NA,NA,27.2,36.1,,NA,20240619,,
6/19/24,21:00,14,-95.1,26.409,NA,NA,27,36.2,,NA,20240619,,
6/19/24,21:00,15,-97.2,26.405,NA,NA,27.1,36.1,,NA,20240619,,
6/19/24,21:00,16,-92.5,26.245,NA,NA,26.9,36.2,,NA,20240619,,
6/19/24,21:00,Inflow1,-94.1,25.543,NA,NA,NA,NA,,NA,20240619,,
6/19/24,21:00,Inflow2,-94.1,26.132,NA,NA,NA,NA,,NA,20240619,,
6/20/24,12:00,1,-109,26.8,30,44,28,36.3,,380,20240619,,
6/20/24,12:00,2,-97.2,26.658,328,304,27.7,36.2,,413,20240619,,
6/20/24,12:00,3,-96.2,26.965,14,0,28.3,36.4,,330,20240619,,
6/20/24,12:00,4,-116.4,26.984,14,0,28.6,36.4,,376,20240619,,
6/20/24,12:00,5,-98.7,26.833,200,142,27.8,36.1,,390,20240619,,
6/20/24,12:00,6,-102.4,26.908,46,50,27.6,36.2,,362,20240619,,
6/20/24,12:00,7,-102.4,27.022,98,0,28.2,36.2,,420,20240619,,
6/20/24,12:00,8,-98.7,26.98,20,0,28.3,36.3,,390,20240619,,
6/20/24,12:00,9,-101.1,26.833,80,48,28,36.2,,350,20240619,,
6/20/24,12:00,10,-105.7,26.973,0,22,28.6,36.3,,391,20240619,,
6/20/24,12:00,11,-98.3,26.97,30,30,28.1,36.2,,344,20240619,,
6/20/24,12:00,12,-108.2,26.944,30,8,28.2,36.3,,360,20240619,,
6/20/24,12:00,13,-99.6,26.867,98,230,27.9,36.2,,385,20240619,,
6/20/24,12:00,14,-101.7,26.92,240,6,27.8,36.2,,427,20240619,,
6/20/24,12:00,15,-96.7,26.922,158,352,27.9,36.2,,417,20240619,,
6/20/24,12:00,16,-104.9,26.886,70,6,28.2,36.2,,397,20240619,,
6/20/24,12:00,Inflow1,-98.5,26.613,NA,NA,28,36.4,,NA,20240619,,
6/20/24,12:00,Inflow2,-97.5,26.215,NA,NA,28,36.4,,NA,20240619,,